ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
17031,50000,2,3,2,23
17032,50000,2,1,2,23
17033,10000,2,1,2,23
17034,10000,2,2,1,24
17035,110000,2,2,2,24
17036,140000,2,2,2,24
17037,20000,2,1,2,24
17038,30000,2,1,2,24
17039,100000,2,2,2,24
17040,20000,2,1,2,24
17041,190000,2,2,2,25
17042,300000,2,2,2,24
17043,50000,2,2,1,26
17044,30000,2,3,2,26
17045,20000,2,1,2,25
17046,60000,2,2,2,25
17047,70000,2,2,1,25
17048,60000,2,2,1,24
17049,60000,2,2,1,25
17050,30000,2,2,2,22
17051,100000,2,2,1,24
17052,70000,2,3,2,25
17053,20000,2,2,2,22
17054,50000,2,2,2,22
17055,50000,2,3,1,22
17056,30000,2,2,1,22
17057,30000,2,3,2,22
17058,30000,2,2,2,22
17059,60000,2,2,2,23
17060,20000,2,2,1,22
17061,50000,2,3,2,23
17062,30000,2,1,2,24
17063,30000,2,1,2,23
17064,70000,2,1,2,24
17065,100000,2,2,2,24
17066,100000,2,2,2,24
17067,250000,2,2,2,25
17068,130000,2,2,1,25
17069,50000,2,1,2,25
17070,250000,2,2,2,26
17071,50000,2,2,1,26
17072,50000,2,1,2,25
17073,230000,2,2,2,24
17074,200000,2,2,2,25
17075,50000,2,2,2,23
17076,100000,2,2,2,24
17077,140000,2,2,2,24
17078,20000,2,2,2,24
17079,100000,2,2,2,25
17080,240000,2,2,2,25
17081,20000,2,2,2,25
17082,50000,2,1,2,25
17083,50000,2,1,2,25
17084,60000,2,2,2,25
17085,10000,2,2,2,22
17086,30000,2,1,2,23
17087,30000,2,1,2,23
17088,60000,2,1,2,23
17089,80000,2,2,2,25
17090,130000,2,2,2,25
17091,30000,2,2,2,25
17092,60000,2,2,2,23
17093,80000,2,2,1,24
17094,230000,2,2,2,24
17095,80000,2,1,2,25
17096,70000,2,1,2,24
17097,220000,2,2,1,25
17098,50000,2,2,2,25
17099,210000,2,2,2,24
17100,60000,2,2,2,24
17101,30000,2,2,1,25
17102,50000,2,2,2,24
17103,50000,2,2,1,24
17104,80000,2,1,2,26
17105,60000,2,3,1,25
17106,20000,2,2,2,25
17107,50000,2,3,1,26
17108,260000,2,1,2,27
17109,170000,2,2,2,27
17110,20000,2,2,2,27
17111,20000,2,2,1,26
17112,130000,2,2,1,26
17113,70000,2,2,1,25
17114,120000,2,1,2,26
17115,210000,2,1,2,26
17116,50000,2,2,1,27
17117,30000,2,1,2,27
17118,150000,2,2,2,27
17119,300000,2,3,2,27
17120,150000,2,2,2,27
17121,30000,2,2,1,27
17122,50000,2,2,2,27
17123,80000,2,1,2,26
17124,80000,2,2,1,26
17125,60000,2,2,2,26
17126,200000,2,1,1,27
17127,280000,2,2,2,31
17128,50000,2,2,2,24
17129,80000,2,2,2,24
17130,50000,2,2,2,23
17131,20000,2,1,2,24
17132,80000,2,1,2,24
17133,20000,2,3,1,27
17134,110000,2,2,2,28
17135,50000,2,1,2,28
17136,130000,2,3,2,24
17137,20000,2,1,2,25
17138,130000,2,2,2,25
17139,50000,2,3,2,25
17140,50000,2,2,2,25
17141,130000,2,2,2,26
17142,80000,2,2,1,26
17143,230000,2,2,1,28
17144,500000,2,1,2,28
17145,160000,2,1,2,27
17146,150000,2,2,1,27
17147,60000,2,2,2,27
17148,50000,2,1,2,27
17149,10000,2,1,1,27
17150,140000,2,1,2,28
17151,180000,2,1,2,30
17152,260000,2,1,2,28
17153,90000,2,2,1,27
17154,20000,2,2,1,29
17155,30000,2,3,1,26
17156,420000,2,2,2,26
17157,230000,2,2,2,27
17158,90000,2,2,1,28
17159,210000,2,2,1,27
17160,230000,2,2,2,27
17161,100000,2,2,2,30
17162,20000,2,3,1,30
17163,20000,2,3,2,27
17164,150000,2,3,2,28
17165,180000,2,1,2,29
17166,20000,2,1,2,26
17167,280000,2,1,2,27
17168,50000,2,3,2,26
17169,50000,2,3,2,26
17170,100000,2,2,2,26
17171,10000,2,2,2,27
17172,90000,2,1,2,27
17173,120000,2,1,2,29
17174,250000,2,2,2,29
17175,180000,2,1,2,29
17176,350000,2,2,2,29
17177,250000,2,2,2,31
17178,140000,2,2,1,29
17179,50000,2,1,2,28
17180,150000,2,1,2,28
17181,160000,2,1,2,28
17182,130000,2,3,1,28
17183,340000,2,2,1,26
17184,260000,2,2,2,26
17185,110000,2,1,2,26
17186,400000,2,1,2,29
17187,70000,2,1,2,29
17188,20000,2,3,1,31
17189,60000,2,2,1,28
17190,80000,2,1,2,29
17191,150000,2,2,1,31
17192,200000,2,5,2,29
17193,110000,2,1,2,29
17194,450000,2,2,2,29
17195,160000,2,2,2,29
17196,150000,2,2,2,28
17197,30000,2,1,1,28
17198,160000,2,2,2,29
17199,140000,2,1,2,29
17200,50000,2,1,2,28
17201,390000,2,1,2,27
17202,300000,2,2,1,28
17203,50000,2,2,2,29
17204,70000,1,2,2,29
17205,170000,2,2,2,28
17206,160000,2,3,1,45
17207,50000,2,1,2,27
17208,50000,2,2,1,28
17209,90000,2,1,2,28
17210,200000,2,1,2,25
17211,20000,2,2,2,26
17212,50000,2,2,1,30
17213,50000,2,2,1,24
17214,60000,2,3,2,26
17215,30000,2,2,1,33
17216,360000,2,3,2,30
17217,20000,2,2,2,22
17218,30000,2,2,2,23
17219,80000,2,2,2,25
17220,20000,2,2,1,22
17221,70000,2,2,2,25
17222,120000,2,1,2,26
17223,20000,2,1,2,26
17224,20000,2,2,2,22
17225,170000,2,2,2,23
17226,130000,2,2,2,24
17227,180000,2,3,2,32
17228,240000,2,2,2,30
17229,50000,2,2,1,27
17230,100000,2,1,1,39
17231,80000,2,1,2,33
17232,10000,2,2,3,46
17233,50000,2,2,2,35
17234,80000,2,2,1,35
17235,40000,2,3,1,39
17236,90000,2,2,1,40
17237,170000,2,3,1,40
17238,50000,2,3,2,49
17239,10000,2,2,1,41
17240,70000,2,3,1,34
17241,20000,2,2,2,38
17242,120000,2,2,2,36
17243,110000,2,2,1,38
17244,50000,2,2,1,36
17245,110000,2,2,2,34
17246,50000,2,2,1,37
17247,360000,2,1,2,31
17248,20000,2,2,1,38
17249,180000,2,1,1,42
17250,100000,2,2,1,37
17251,20000,2,3,1,37
17252,150000,2,3,1,39
17253,60000,2,2,1,27
17254,80000,2,1,2,29
17255,60000,2,3,1,47
17256,20000,2,3,1,43
17257,110000,2,2,2,33
17258,100000,2,3,1,41
17259,280000,2,2,1,37
17260,130000,2,3,2,36
17261,50000,2,3,2,29
17262,60000,2,2,1,33
17263,70000,2,3,1,34
17264,240000,2,2,1,46
17265,310000,2,2,2,31
17266,20000,2,3,2,33
17267,50000,2,2,1,37
17268,50000,2,3,2,33
17269,130000,2,2,1,34
17270,230000,2,2,2,30
17271,380000,2,2,1,31
17272,160000,2,3,2,32
17273,20000,2,3,1,32
17274,150000,2,1,2,33
17275,90000,2,1,2,32
17276,400000,2,1,1,33
17277,70000,2,2,1,34
17278,50000,2,2,1,34
17279,30000,2,2,1,35
17280,20000,2,2,1,46
17281,20000,2,3,2,39
17282,130000,2,3,1,37
17283,80000,2,1,1,41
17284,360000,2,1,1,41
17285,120000,2,3,0,47
17286,200000,2,3,1,41
17287,150000,2,2,1,38
17288,50000,2,2,2,44
17289,170000,2,3,1,40
17290,230000,2,2,1,34
17291,50000,2,2,2,46
17292,280000,2,1,1,36
17293,50000,2,2,1,44
17294,30000,2,3,1,31
17295,360000,2,1,1,32
17296,400000,2,2,2,32
17297,80000,2,3,2,33
17298,150000,2,2,2,34
17299,260000,2,2,1,36
17300,110000,2,3,1,39
17301,50000,2,1,1,41
17302,300000,2,2,2,40
17303,20000,2,2,1,37
17304,290000,2,2,2,37
17305,120000,2,2,1,45
17306,20000,2,2,2,40
17307,360000,2,2,2,36
17308,150000,2,1,1,41
17309,100000,2,1,1,42
17310,170000,2,1,1,45
17311,200000,2,3,2,49
17312,60000,2,3,1,48
17313,80000,2,2,1,29
17314,40000,2,3,1,30
17315,50000,2,1,1,30
17316,50000,2,3,2,39
17317,40000,2,2,1,39
17318,120000,2,2,2,25
17319,200000,2,1,2,25
17320,30000,2,2,2,29
17321,260000,2,5,1,33
17322,390000,2,2,2,31
17323,140000,2,1,1,31
17324,150000,2,2,2,32
17325,30000,2,3,1,32
17326,90000,2,2,3,36
17327,150000,2,2,1,39
17328,30000,2,2,1,39
17329,200000,2,2,2,36
17330,30000,2,1,2,38
17331,30000,2,3,1,48
17332,50000,2,2,1,29
17333,310000,2,2,1,29
17334,500000,2,1,1,37
17335,500000,2,3,1,36
17336,300000,2,2,1,36
17337,430000,2,3,2,30
17338,30000,2,1,1,30
17339,30000,2,3,2,31
17340,200000,2,1,2,32
17341,130000,2,3,1,32
17342,120000,2,1,2,33
17343,170000,2,2,2,31
17344,210000,2,1,1,34
17345,130000,2,2,1,34
17346,420000,2,2,1,35
17347,180000,2,2,1,39
17348,240000,2,2,2,40
17349,100000,2,2,1,44
17350,130000,2,3,2,45
17351,20000,2,2,1,43
17352,50000,2,2,2,46
17353,70000,2,2,1,38
17354,30000,2,3,1,41
17355,50000,2,3,1,48
17356,500000,2,3,1,41
17357,200000,2,1,2,41
17358,120000,2,2,1,42
17359,200000,2,2,1,49
17360,150000,2,2,2,36
17361,100000,2,2,1,42
17362,50000,2,2,2,38
17363,50000,2,2,1,36
17364,50000,2,1,1,43
17365,550000,2,1,2,33
17366,30000,2,2,1,35
17367,150000,2,3,1,39
17368,140000,2,2,2,27
17369,50000,2,2,2,48
17370,160000,2,3,2,39
17371,50000,2,2,1,26
17372,50000,2,1,1,28
17373,110000,2,1,2,33
17374,50000,2,3,1,46
17375,350000,2,2,2,31
17376,70000,2,2,1,42
17377,210000,2,1,1,38
17378,180000,2,2,1,36
17379,30000,2,3,1,28
17380,630000,2,1,1,31
17381,220000,2,2,1,41
17382,280000,2,1,1,44
17383,340000,2,2,1,40
17384,180000,2,1,2,33
17385,250000,2,2,1,35
17386,20000,2,2,2,48
17387,140000,2,2,1,40
17388,130000,2,2,2,44
17389,120000,2,1,1,38
17390,360000,2,1,1,42
17391,240000,2,2,1,43
17392,310000,2,2,1,40
17393,100000,2,3,1,46
17394,200000,2,1,1,37
17395,80000,2,2,1,29
17396,210000,2,1,2,32
17397,180000,2,1,2,31
17398,70000,2,2,1,33
17399,60000,2,2,2,36
17400,200000,2,1,1,49
17401,50000,2,2,2,48
17402,50000,2,3,1,46
17403,70000,2,2,1,41
17404,130000,2,2,1,48
17405,140000,2,2,1,47
17406,350000,2,3,1,36
17407,150000,2,1,2,30
17408,50000,2,2,1,39
17409,50000,2,3,1,47
17410,30000,2,2,2,36
17411,20000,2,3,1,38
17412,50000,2,2,2,33
17413,30000,2,2,2,47
17414,230000,2,0,2,47
17415,70000,2,3,1,43
17416,30000,2,2,2,49
17417,150000,2,3,1,33
17418,40000,2,2,1,38
17419,250000,2,2,1,31
17420,200000,2,2,1,46
17421,190000,2,2,1,31
17422,390000,2,1,1,33
17423,20000,2,3,1,36
17424,200000,2,2,1,47
17425,60000,2,2,1,38
17426,30000,2,2,2,39
17427,230000,2,2,2,38
17428,130000,2,2,1,33
17429,140000,2,2,1,44
17430,360000,2,1,1,45
17431,20000,2,1,2,31
17432,100000,2,2,2,35
17433,210000,2,2,2,45
17434,50000,2,3,1,32
17435,380000,2,1,1,44
17436,50000,2,1,2,39
17437,200000,2,2,2,30
17438,50000,2,1,1,30
17439,150000,2,1,1,31
17440,30000,2,2,1,32
17441,30000,2,2,2,34
17442,110000,2,2,1,39
17443,30000,2,2,1,38
17444,130000,2,2,1,39
17445,260000,2,2,1,39
17446,30000,2,2,1,43
17447,220000,2,2,2,47
17448,120000,2,1,1,33
17449,100000,2,2,2,43
17450,100000,2,2,1,38
17451,70000,2,2,2,44
17452,20000,2,2,1,46
17453,320000,2,1,1,36
17454,210000,2,2,1,45
17455,90000,2,3,1,37
17456,120000,2,3,1,36
17457,360000,2,2,1,35
17458,140000,2,3,1,30
17459,300000,2,1,1,32
17460,90000,2,2,1,43
17461,170000,2,3,2,44
17462,190000,2,2,1,46
17463,140000,2,2,1,40
17464,200000,2,1,1,37
17465,500000,2,2,1,43
17466,300000,2,1,1,38
17467,180000,2,2,2,29
17468,360000,2,3,1,44
17469,90000,2,2,1,32
17470,150000,2,2,1,44
17471,500000,2,1,1,30
17472,80000,2,2,2,29
17473,10000,2,3,2,46
17474,180000,2,1,1,46
17475,150000,2,5,2,36
17476,80000,2,1,1,44
17477,60000,2,2,1,30
17478,240000,2,1,1,35
17479,50000,2,3,1,35
17480,230000,2,1,2,33
17481,40000,2,2,2,33
17482,250000,2,2,1,33
17483,50000,2,2,1,32
17484,120000,2,3,1,39
17485,50000,2,3,2,41
17486,60000,2,2,1,38
17487,160000,2,3,2,35
17488,50000,2,2,1,43
17489,400000,2,1,1,48
17490,50000,2,2,3,39
17491,100000,2,3,2,31
17492,100000,2,2,2,34
17493,360000,2,1,2,35
17494,30000,2,3,2,41
17495,50000,2,2,1,32
17496,80000,2,2,1,28
17497,150000,2,2,2,28
17498,10000,2,3,1,33
17499,200000,2,2,1,35
17500,30000,2,2,2,42
17501,220000,2,1,1,37
17502,180000,2,1,2,28
17503,220000,2,1,2,30
17504,220000,2,1,2,29
17505,390000,2,2,2,33
17506,350000,2,2,1,36
17507,560000,2,2,1,45
17508,240000,2,1,1,37
17509,410000,2,2,1,43
17510,90000,2,2,2,36
17511,30000,2,1,2,31
17512,40000,2,2,1,33
17513,60000,2,2,2,46
17514,390000,2,2,1,41
17515,130000,2,2,1,35
17516,90000,2,2,2,32
17517,300000,2,2,1,36
17518,220000,2,1,1,33
17519,20000,2,1,2,33
17520,140000,2,3,1,35
17521,150000,2,6,1,47
17522,120000,2,3,1,44
17523,200000,2,2,1,37
17524,20000,2,2,1,40
17525,110000,2,2,1,41
17526,290000,2,2,2,34
17527,210000,2,3,1,45
17528,370000,2,2,2,40
17529,80000,2,3,0,41
17530,200000,2,3,1,42
17531,180000,2,2,1,35
17532,260000,2,2,2,35
17533,50000,2,2,1,43
17534,150000,2,3,1,40
17535,190000,2,3,1,45
17536,160000,2,2,2,42
17537,180000,2,2,1,37
17538,130000,2,2,2,32
17539,30000,2,2,1,47
17540,100000,2,2,1,36
17541,20000,2,2,2,37
17542,100000,2,2,1,43
17543,20000,2,2,1,40
17544,20000,2,2,1,35
17545,20000,2,3,2,48
17546,50000,2,3,1,42
17547,110000,2,2,1,38
17548,60000,2,2,1,48
17549,50000,2,2,2,35
17550,200000,2,1,2,40
17551,360000,2,2,1,48
17552,110000,2,2,1,35
17553,230000,2,2,1,46
17554,180000,2,2,2,39
17555,180000,2,2,2,31
17556,50000,2,2,2,42
17557,570000,2,1,1,39
17558,30000,2,2,1,45
17559,140000,2,2,1,46
17560,50000,2,2,1,44
17561,50000,2,1,1,35
17562,120000,2,1,2,35
17563,120000,2,1,2,35
17564,50000,2,2,2,45
17565,180000,2,2,1,40
17566,80000,2,3,1,42
17567,300000,2,1,1,43
17568,80000,2,1,1,37
17569,70000,2,2,2,34
17570,320000,2,2,1,40
17571,500000,2,1,2,35
17572,250000,2,1,2,35
17573,230000,2,2,1,46
17574,80000,2,3,1,45
17575,170000,2,2,1,40
17576,110000,2,3,0,31
17577,240000,2,1,2,31
17578,150000,2,3,1,46
17579,90000,2,3,1,37
17580,100000,2,2,1,36
17581,30000,2,2,1,42
17582,80000,2,2,1,40
17583,260000,2,2,1,49
17584,200000,2,3,1,43
17585,20000,2,3,1,39
17586,160000,2,1,2,31
17587,70000,2,2,2,38
17588,20000,2,2,1,43
17589,200000,2,1,1,45
17590,440000,2,3,1,49
17591,20000,2,3,1,43
17592,110000,2,1,1,35
17593,130000,2,3,1,44
17594,50000,2,2,1,33
17595,290000,2,1,1,35
17596,480000,2,2,1,38
17597,310000,2,1,2,29
17598,30000,2,2,1,30
17599,500000,2,4,1,39
17600,80000,2,2,2,31
17601,100000,2,2,1,32
17602,70000,2,3,1,37
17603,210000,2,2,1,43
17604,180000,2,3,1,43
17605,50000,2,2,1,43
17606,60000,2,1,2,34
17607,50000,2,2,1,40
17608,70000,2,3,1,38
17609,50000,2,2,2,36
17610,350000,2,1,1,42
17611,170000,2,2,1,45
17612,180000,2,2,1,32
17613,220000,2,1,2,30
17614,80000,2,3,1,30
17615,360000,2,2,1,33
17616,500000,2,1,2,31
17617,410000,2,1,2,31
17618,80000,2,1,1,32
17619,180000,2,1,2,33
17620,280000,2,1,2,31
17621,20000,2,1,2,31
17622,30000,2,2,2,31
17623,200000,2,1,1,31
17624,180000,2,1,2,32
17625,140000,2,1,2,33
17626,130000,2,2,2,29
17627,20000,2,2,1,30
17628,120000,2,1,2,29
17629,50000,2,2,2,30
17630,310000,2,2,1,30
17631,420000,2,1,2,30
17632,60000,2,2,2,30
17633,140000,2,1,1,30
17634,80000,2,2,2,30
17635,220000,2,2,1,31
17636,360000,2,2,1,33
17637,290000,2,1,2,29
17638,260000,2,1,2,30
17639,170000,2,1,2,29
17640,200000,2,1,2,34
17641,140000,2,2,1,35
17642,170000,2,2,2,39
17643,220000,2,1,1,45
17644,230000,2,1,1,44
17645,360000,2,3,2,38
17646,340000,2,1,1,36
17647,360000,2,1,1,37
17648,90000,2,3,2,42
17649,130000,2,2,1,47
17650,80000,2,2,1,41
17651,400000,2,1,1,41
17652,240000,2,2,2,43
17653,10000,2,2,1,46
17654,240000,2,1,1,41
17655,130000,2,1,1,40
17656,20000,2,3,1,44
17657,80000,2,2,1,40
17658,250000,2,2,1,39
17659,30000,2,2,1,44
17660,280000,2,2,1,42
17661,290000,2,2,1,49
17662,500000,2,3,2,46
17663,80000,2,2,1,40
17664,120000,2,2,1,47
17665,80000,2,2,1,48
17666,210000,2,2,2,41
17667,100000,2,2,2,30
17668,210000,2,1,1,41
17669,500000,2,2,1,44
17670,230000,2,1,1,39
17671,110000,2,2,1,40
17672,210000,2,1,1,46
17673,320000,2,2,2,35
17674,140000,2,2,2,37
17675,40000,2,1,1,48
17676,280000,2,1,1,35
17677,220000,2,1,1,47
17678,250000,2,2,1,37
17679,70000,2,1,2,34
17680,70000,2,1,1,35
17681,300000,2,1,1,47
17682,50000,2,3,1,40
17683,70000,2,1,2,36
17684,50000,2,3,1,35
17685,250000,2,2,1,35
17686,120000,2,2,1,34
17687,70000,2,1,1,35
17688,440000,2,1,1,40
17689,280000,2,1,1,41
17690,360000,2,1,1,42
17691,150000,2,1,1,43
17692,300000,2,3,2,44
17693,20000,2,2,1,42
17694,380000,2,2,1,38
17695,340000,2,2,1,44
17696,210000,2,2,2,41
17697,60000,2,2,1,41
17698,130000,2,1,1,46
17699,340000,2,1,1,43
17700,170000,2,2,1,49
17701,360000,2,2,1,43
17702,60000,2,2,1,35
17703,360000,2,1,1,37
17704,280000,2,2,1,41
17705,240000,2,1,1,34
17706,120000,2,1,2,34
17707,90000,2,1,2,33
17708,100000,2,1,1,34
17709,410000,2,1,1,34
17710,190000,2,1,1,43
17711,220000,2,1,1,36
17712,90000,2,2,2,44
17713,120000,2,1,2,30
17714,10000,2,3,2,50
17715,500000,2,1,1,50
17716,120000,2,2,1,51
17717,120000,2,2,1,50
17718,220000,2,1,1,51
17719,240000,2,2,1,50
17720,150000,2,1,2,36
17721,500000,2,1,1,50
17722,150000,2,1,1,50
17723,60000,2,2,1,49
17724,30000,2,3,1,50
17725,320000,2,2,1,53
17726,470000,2,1,1,61
17727,440000,2,1,2,51
17728,50000,2,2,1,51
17729,220000,2,2,1,51
17730,360000,2,1,1,54
17731,90000,2,3,1,58
17732,50000,2,3,2,60
17733,50000,2,2,1,56
17734,290000,2,3,1,58
17735,350000,2,2,1,50
17736,110000,2,3,1,52
17737,40000,2,2,1,53
17738,50000,2,3,1,59
17739,110000,2,1,1,55
17740,360000,2,3,1,70
17741,200000,2,3,2,63
17742,140000,2,2,2,53
17743,80000,2,2,2,61
17744,260000,2,2,1,56
17745,340000,2,1,1,56
17746,30000,2,2,1,58
17747,30000,2,3,1,54
17748,440000,2,3,1,50
17749,10000,2,3,1,52
17750,230000,2,2,1,55
17751,50000,2,3,1,61
17752,150000,2,2,3,54
17753,330000,2,3,1,55
17754,370000,2,3,2,50
17755,130000,2,3,2,53
17756,10000,2,3,1,51
17757,360000,2,2,1,54
17758,20000,2,3,1,61
17759,180000,2,3,2,52
17760,80000,2,3,1,62
17761,50000,2,2,1,55
17762,150000,2,1,2,64
17763,30000,2,3,1,56
17764,50000,2,3,1,52
17765,20000,2,2,3,56
17766,130000,2,3,2,55
17767,320000,2,3,2,53
17768,300000,2,3,1,62
17769,330000,2,1,1,53
17770,50000,2,2,2,53
17771,70000,2,3,2,60
17772,70000,2,3,3,58
17773,100000,2,3,1,58
17774,110000,2,2,1,54
17775,100000,2,2,1,58
17776,160000,2,3,1,53
17777,70000,2,3,2,55
17778,60000,2,2,1,59
17779,80000,2,2,1,61
17780,100000,2,3,1,60
17781,230000,2,1,1,66
17782,60000,2,3,3,64
17783,160000,2,2,1,58
17784,30000,2,2,1,55
17785,310000,2,1,1,62
17786,60000,1,2,1,46
17787,50000,1,2,1,64
17788,140000,1,3,1,58
17789,20000,1,2,2,27
17790,10000,1,2,2,38
17791,80000,1,2,2,29
17792,50000,1,3,2,24
17793,160000,2,2,1,51
17794,500000,2,1,2,51
17795,470000,2,2,1,54
17796,210000,2,1,1,54
17797,50000,1,3,2,23
17798,30000,1,1,2,24
17799,50000,1,1,2,23
17800,80000,1,1,2,24
17801,30000,1,2,1,23
17802,80000,1,5,2,24
17803,150000,1,1,2,28
17804,170000,1,2,2,27
17805,220000,1,2,2,30
17806,30000,1,2,2,35
17807,100000,1,2,2,23
17808,10000,1,2,2,24
17809,140000,1,2,2,24
17810,50000,1,2,2,24
17811,20000,1,2,2,22
17812,10000,1,2,2,22
17813,50000,1,2,2,24
17814,10000,1,3,2,22
17815,30000,1,2,2,23
17816,50000,1,2,2,23
17817,100000,1,2,2,24
17818,20000,1,3,2,24
17819,20000,1,2,2,25
17820,100000,1,2,2,25
17821,50000,1,2,2,25
17822,100000,1,1,2,24
17823,30000,1,3,2,25
17824,50000,1,2,1,25
17825,50000,1,2,2,25
17826,50000,1,1,2,25
17827,50000,1,5,2,23
17828,50000,1,1,2,25
17829,50000,1,2,2,25
17830,380000,1,2,2,26
17831,50000,1,1,2,24
17832,30000,1,2,2,24
17833,150000,1,2,1,25
17834,180000,1,2,2,25
17835,80000,1,3,2,26
17836,110000,1,2,2,24
17837,30000,1,3,2,25
17838,110000,1,2,2,25
17839,280000,1,2,2,26
17840,10000,1,2,2,23
17841,10000,1,2,2,23
17842,20000,1,2,2,24
17843,170000,1,2,2,26
17844,20000,1,3,2,26
17845,130000,1,2,2,22
17846,200000,1,1,2,26
17847,250000,1,2,2,26
17848,80000,1,2,2,27
17849,180000,1,1,2,27
17850,120000,1,2,2,28
17851,20000,1,2,2,26
17852,150000,1,1,2,26
17853,190000,1,2,2,26
17854,210000,1,1,2,27
17855,180000,1,2,2,27
17856,50000,1,2,2,28
17857,140000,1,1,2,25
17858,80000,1,2,2,26
17859,80000,1,2,2,27
17860,80000,1,2,2,25
17861,20000,1,2,2,28
17862,10000,1,2,1,26
17863,30000,1,2,2,26
17864,240000,1,1,2,27
17865,50000,1,2,2,28
17866,90000,1,2,2,26
17867,60000,1,1,2,28
17868,100000,1,2,2,28
17869,120000,1,1,2,28
17870,10000,1,2,1,28
17871,70000,1,2,2,28
17872,60000,1,1,2,28
17873,130000,1,1,2,29
17874,30000,1,3,1,30
17875,360000,1,1,2,30
17876,80000,1,2,2,30
17877,20000,1,2,2,27
17878,50000,1,2,2,28
17879,80000,1,3,2,27
17880,150000,1,1,1,27
17881,60000,1,2,2,27
17882,220000,1,2,2,28
17883,10000,1,3,2,23
17884,50000,1,2,2,26
17885,50000,1,1,2,26
17886,220000,1,1,2,28
17887,450000,1,1,2,29
17888,240000,1,2,1,33
17889,500000,1,2,2,29
17890,170000,1,1,2,28
17891,100000,1,2,2,29
17892,60000,1,1,2,29
17893,200000,1,1,2,30
17894,200000,1,2,2,27
17895,20000,1,1,2,28
17896,40000,1,2,2,27
17897,110000,1,1,2,27
17898,10000,1,2,1,27
17899,100000,1,2,2,28
17900,50000,1,2,2,28
17901,30000,1,3,2,28
17902,30000,1,2,2,28
17903,50000,1,2,1,29
17904,20000,1,3,2,29
17905,50000,1,2,2,30
17906,60000,1,2,2,28
17907,50000,1,2,2,32
17908,130000,1,3,1,34
17909,20000,1,2,2,25
17910,100000,1,2,2,28
17911,20000,1,2,1,38
17912,150000,1,3,2,44
17913,70000,1,1,2,33
17914,250000,1,1,1,40
17915,50000,1,3,1,32
17916,90000,1,2,1,34
17917,90000,1,2,2,32
17918,120000,1,1,2,33
17919,240000,1,2,2,25
17920,50000,1,2,2,25
17921,100000,1,2,1,29
17922,390000,1,3,1,49
17923,50000,1,3,1,36
17924,40000,1,2,1,44
17925,190000,1,2,1,38
17926,10000,1,2,1,40
17927,10000,1,2,1,44
17928,180000,1,1,2,30
17929,230000,1,2,2,31
17930,20000,1,2,2,31
17931,230000,1,2,2,32
17932,200000,1,1,2,32
17933,470000,1,1,2,34
17934,150000,1,1,3,45
17935,70000,1,3,1,37
17936,50000,1,2,2,37
17937,80000,1,1,2,35
17938,330000,1,1,1,40
17939,140000,1,2,2,33
17940,70000,1,2,2,44
17941,280000,1,2,2,32
17942,150000,1,3,2,30
17943,80000,1,2,1,35
17944,120000,1,1,1,42
17945,50000,1,2,1,45
17946,230000,1,2,1,43
17947,160000,1,2,2,36
17948,50000,1,3,2,37
17949,100000,1,3,1,49
17950,200000,1,2,1,43
17951,170000,1,2,1,36
17952,50000,1,2,1,43
17953,200000,1,3,1,46
17954,200000,1,2,1,39
17955,50000,1,3,2,41
17956,50000,1,3,2,45
17957,300000,1,2,1,39
17958,130000,1,2,2,32
17959,80000,1,1,2,33
17960,120000,1,1,2,34
17961,140000,1,1,2,32
17962,220000,1,1,2,48
17963,70000,1,2,2,32
17964,20000,1,3,2,45
17965,200000,1,1,1,49
17966,20000,1,2,1,31
17967,510000,1,1,2,32
17968,450000,1,1,2,34
17969,50000,1,2,1,34
17970,120000,1,2,3,48
17971,50000,1,3,1,45
17972,280000,1,2,2,31
17973,30000,1,1,2,33
17974,20000,1,2,1,35
17975,80000,1,2,1,42
17976,120000,1,2,1,45
17977,370000,1,2,1,38
17978,50000,1,2,2,45
17979,20000,1,3,2,39
17980,160000,1,2,1,36
17981,170000,1,3,2,44
17982,100000,1,2,2,36
17983,210000,1,1,1,42
17984,100000,1,3,2,32
17985,230000,1,1,1,33
17986,240000,1,1,1,38
17987,240000,1,3,2,36
17988,50000,1,2,3,48
17989,80000,1,2,1,46
17990,50000,1,3,2,41
17991,50000,1,2,1,36
17992,440000,1,1,2,37
17993,220000,1,3,2,42
17994,70000,1,1,2,30
17995,240000,1,1,2,32
17996,360000,1,3,2,42
17997,360000,1,1,2,32
17998,80000,1,1,2,33
17999,30000,1,2,2,36
18000,160000,1,2,2,37
18001,150000,1,2,2,39
18002,100000,1,2,2,30
18003,70000,1,2,2,33
18004,300000,1,2,2,35
18005,90000,1,2,1,39
18006,800000,1,1,2,46
18007,360000,1,2,2,40
18008,90000,1,2,1,41
18009,300000,1,3,2,43
18010,30000,1,3,1,46
18011,50000,1,2,2,37
18012,110000,1,2,1,30
18013,80000,1,1,2,37
18014,140000,1,2,1,31
18015,50000,1,2,1,44
18016,20000,1,3,2,40
18017,50000,1,3,2,46
18018,50000,1,1,2,34
18019,130000,1,2,1,48
18020,90000,1,2,1,45
18021,30000,1,3,1,44
18022,50000,1,2,1,49
18023,170000,1,1,1,39
18024,290000,1,1,2,31
18025,20000,1,3,1,47
18026,180000,1,1,2,38
18027,360000,1,1,1,35
