ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
17140,1900,1900,1400,1500,1600,1500,1
17141,6074,6037,4646,4230,1941,2151,0
17142,2820,6000,0,0,3000,0,1
17143,68000,7064,4106,5075,1000,4080,0
17144,8984,9570,7432,11130,10000,22212,0
17145,5800,5900,5900,4300,4600,4400,0
17146,0,0,0,0,0,0,1
17147,4747,0,5000,5000,0,23999,0
17148,0,3000,2000,400,1000,0,0
17149,836,2032,1000,1000,390,1632,0
17150,1500,1195,1507,452,467,470,0
17151,3800,6000,3000,100,1100,800,0
17152,10005,4026,3481,141,20074,60308,0
17153,6000,4000,0,4200,3285,7787,1
17154,3100,0,1600,400,393,270,1
17155,0,2405,1100,0,1600,0,1
17156,30336,107382,33850,49587,47222,57258,0
17157,326,326,326,326,326,326,0
17158,2852,15678,7763,1686,1735,1518,0
17159,7800,16,6800,3800,5134,4000,1
17160,4000,4000,5000,5000,4000,8000,0
17161,4000,5000,3006,2023,3000,1500,0
17162,5170,0,0,700,0,0,0
17163,1500,1400,2000,3000,1000,1000,0
17164,1588,1971,20000,914,0,1746,0
17165,1200,2000,2000,0,5000,5000,0
17166,1333,1640,1506,721,1000,1000,0
17167,6630,10,0,0,3626,2511,0
17168,2569,2485,1203,192,199,163,0
17169,1700,2000,3000,1500,1200,1136,0
17170,1130,1462,2519,0,537,538,0
17171,0,1257,1300,400,410,420,0
17172,3327,3471,3199,2964,2718,2087,0
17173,573,219,4484,980,690,0,0
17174,11783,0,8065,5404,5000,5000,1
17175,0,5028,6411,3155,2702,10909,0
17176,7280,7360,8568,6600,6711,6883,0
17177,0,0,0,3394,0,37895,0
17178,6029,30000,7981,3000,3000,3000,0
17179,390,780,39685,1337,5000,4696,1
17180,5000,0,6000,0,3000,23747,1
17181,2000,0,0,0,0,0,0
17182,5026,15430,12015,8020,1060,5017,0
17183,4500,5000,6000,7000,6000,30000,0
17184,2000,5000,5000,10000,20000,15000,0
17185,1700,1800,1750,1100,1000,1000,0
17186,2000,1500,2000,1000,500,1000,0
17187,1700,4100,1600,0,3600,2000,0
17188,0,86,0,0,435,480,1
17189,0,1304,2331,0,16000,2000,1
17190,4600,2800,2300,0,2800,6300,0
17191,3872,5500,4005,3241,15500,4000,0
17192,37465,21321,1200,27761,5548,30966,0
17193,31895,316,316,316,31775,1152,1
17194,10000,1500,2109,5000,1000,3020,0
17195,5004,8004,400,16903,345,352,0
17196,2000,2500,4300,2500,0,2800,0
17197,1800,1900,1776,1500,1100,2504,0
17198,2108,1086,1874,2920,0,1222,0
17199,2000,5000,6500,3000,5000,5000,0
17200,1044,2450,248,198,0,2890,0
17201,0,16000,15000,29000,0,12000,1
17202,1000,16666,0,0,0,0,0
17203,3790,0,4500,0,1751,1736,1
17204,0,100104,10000,15000,10000,20000,0
17205,2100,4000,0,4000,4000,4000,0
17206,280,6,75,3574,5,246,0
17207,0,2000,1300,1500,1500,1500,1
17208,0,5000,0,3023,5000,4000,0
17209,1950,7956,499,0,5990,0,0
17210,700,610,5130,12050,4970,8888,0
17211,1600,1400,1171,600,0,0,0
17212,2280,2300,0,44,2200,3000,0
17213,0,4200,4700,0,0,3390,1
17214,1500,4022,1500,3500,1000,1000,0
17215,1200,1250,1537,600,550,600,0
17216,390,0,3115,8069,390,5716,0
17217,3000,1666,1500,592,1284,0,0
17218,3153,1800,0,3000,0,4255,0
17219,4400,1500,1500,1742,1800,2100,1
17220,1600,1600,1600,1000,1000,1000,0
17221,2600,2620,2641,2000,2250,2100,0
17222,4000,4000,10000,4000,5000,4200,0
17223,0,1300,1500,824,696,1011,0
17224,1515,5000,0,1000,1500,0,0
17225,32192,1608,2301,2379,2202,2688,0
17226,4155,5802,3487,2908,3013,3093,0
17227,7700,8254,9600,4712,4995,5000,0
17228,3071,2390,2311,2330,2392,2504,0
17229,2300,2000,2000,2500,289,1000,0
17230,5000,4700,2950,3100,5,6170,1
17231,10000,0,0,2788,3171,3000,0
17232,0,4000,0,2395,0,0,1
17233,2200,2200,1800,1900,2000,2000,0
17234,2000,0,1395,2109,1196,0,1
17235,1700,1600,1000,1000,0,2000,1
17236,0,3273,3267,3212,3440,6898,1
17237,2128,2729,4000,2169,2241,2258,0
17238,1800,1991,1670,1036,1050,1118,0
17239,0,0,0,0,0,0,1
17240,0,3000,3000,1508,20000,2500,0
17241,1618,1661,1046,192,10476,2965,0
17242,3232,4615,4170,1770,0,7978,0
17243,4008,3920,4031,4000,3000,2810,0
17244,6200,0,0,2000,160,3525,1
17245,2500,0,1200,4000,500,500,0
17246,0,2424,2355,363,361,393,0
17247,0,0,0,0,0,0,1
17248,0,0,0,1381,0,1600,1
17249,3000,3100,3100,3100,3500,8400,1
17250,4500,4500,5000,4000,3500,3627,0
17251,0,1700,4000,0,1000,0,1
17252,6300,0,5000,3000,3000,3000,0
17253,1617,1616,1008,1036,28848,1100,0
17254,0,3000,2780,0,1100,1500,1
17255,0,1800,900,1000,774,0,1
17256,1300,1500,1257,456,149,191,1
17257,3791,4368,5500,3971,6280,10300,1
17258,0,3475,3263,2805,2888,2680,0
17259,10000,0,0,0,0,0,0
17260,5963,6316,4845,3471,3673,3590,0
17261,2500,3009,4012,3000,2000,3000,0
17262,5000,2500,2000,3000,2700,2500,0
17263,5000,5000,5000,5000,5000,5000,0
17264,7053,6520,0,0,0,0,1
17265,6600,6800,14000,6000,0,5800,1
17266,1300,1400,1300,1000,1000,1000,0
17267,1281,1099,1009,10000,0,17458,0
17268,55,4500,800,582,1000,634,0
17269,3700,5300,4000,4000,4000,6100,0
17270,2847,2303,2284,2280,2345,2333,0
17271,3878,8863,8007,5362,14695,24446,0
17272,3000,3030,2000,5000,4000,3018,0
17273,3000,0,1318,714,981,400,0
17274,1189,1167,1000,0,0,0,1
17275,23153,17395,5225,736,736,886,0
17276,1058,1427,0,0,0,0,0
17277,3007,3248,2661,1135,1160,1169,0
17278,2000,2000,1700,0,3760,1700,0
17279,0,12403,8359,4935,3000,1000,0
17280,1292,1323,1111,441,2158,2400,0
17281,4000,4000,1000,4750,0,600,1
17282,0,0,0,0,0,0,1
17283,3300,3300,3000,3500,9050,0,0
17284,0,0,0,0,0,0,1
17285,1500,0,0,430,1520,730,0
17286,6710,7125,7333,6325,6522,6569,0
17287,6719,27654,2729,32550,11467,6943,0
17288,1172,1202,1000,2917,29,390,0
17289,0,2000,1136,1000,0,36679,1
17290,380,380,2350,103030,380,1570,0
17291,1559,1500,1400,1000,684,716,1
17292,6000,6500,6000,1000,2000,2012,0
17293,1470,1000,0,0,0,0,0
17294,0,1700,1100,3,1053,1303,0
17295,3210,436,1991,211250,7762,7823,0
17296,1692,0,9,11,194541,7015,1
17297,5000,5000,5000,2000,8500,3000,0
17298,3000,3000,1353,5000,3000,5000,0
17299,2200,2300,2200,2060,2119,2293,0
17300,4023,2805,3406,2670,2751,2772,0
17301,2000,1817,2000,1500,1001,1010,0
17302,10582,13265,1087,12238,0,0,0
17303,1300,3200,0,830,750,1000,1
17304,13010,11430,6900,5320,5232,4980,1
17305,3175,380,380,2402,696,1093,0
17306,748,0,223,0,0,2016,0
17307,0,145,744,139,0,0,1
17308,6629,7034,8112,25715,11350,12595,0
17309,3000,3039,3315,3000,3000,3000,1
17310,3504,3500,30000,3300,3200,0,0
17311,0,3614,721,0,0,6728,1
17312,5491,9683,4377,3918,2431,2120,1
17313,1620,1600,1419,1000,1000,1000,0
17314,9,2143,1606,1500,1410,1507,0
17315,1406,2000,1317,700,599,604,1
17316,0,1280,2390,0,816,688,1
17317,0,18583,1460,547,1000,500,0
17318,5400,5400,5500,4600,4600,5200,0
17319,14000,0,10000,0,0,5100,1
17320,2429,5,1062,0,0,0,0
17321,1000,2740,107139,4000,4000,4696,0
17322,7600,20,3510,3349,3000,6000,0
17323,0,5012,5000,5000,5000,20000,1
17324,0,0,0,0,4874,1000,0
17325,1494,1445,1506,912,1097,1000,0
17326,4000,3137,5094,1106,1001,1201,0
17327,5000,30000,3000,5000,15000,6000,0
17328,18243,11500,0,1177,3000,0,0
17329,5048,6726,5451,5774,4739,5500,0
17330,764,1920,544,390,954,1913,0
17331,1261,3300,1301,1641,0,860,1
17332,2000,2000,2000,2000,2000,2000,0
17333,1732,1408,1209,622,600,748,0
17334,2529,2971,200,38144,0,8479,0
17335,1062,27648,25012,2506,169233,11952,0
17336,10000,2000,1500,1000,1000,1000,0
17337,6215,3050,2511,5110,2005,5046,0
17338,1016,1169,0,567,1365,1834,0
17339,1455,3391,949,0,745,584,0
17340,0,1685,326974,5200,5500,6000,0
17341,6100,6103,4823,4000,4000,4000,0
17342,326,0,28776,0,0,0,0
17343,1700,0,522,0,0,0,0
17344,16585,10455,16992,9509,4837,11899,0
17345,3057,1047,0,0,0,0,0
17346,3527,3000,4000,2500,2000,2100,0
17347,5812,6000,6100,4000,4000,4000,0
17348,4000,4840,4000,1500,2000,2000,0
17349,0,3000,9657,0,0,3200,1
17350,1612,1639,1586,1332,1352,1382,0
17351,2000,1000,0,1200,0,3000,1
17352,2100,2100,2500,2000,2000,3000,0
17353,1400,1400,1700,1000,781,815,0
17354,0,850,2158,0,1935,0,0
17355,1984,2019,2026,3000,2000,1500,1
17356,7012,10522,6133,24408,122,17398,0
17357,2502,21699,3003,3392,4343,326,0
17358,4300,0,1500,2300,0,0,1
17359,6065,70538,6634,10,0,0,0
17360,0,3000,6000,0,2066,1837,1
17361,0,0,0,0,0,0,0
17362,3000,1200,1800,0,1600,0,0
17363,2000,1000,5000,0,0,2500,1
17364,2227,2449,1778,2382,0,1251,1
17365,10000,11000,12300,6300,8000,8000,0
17366,741,1034,1299,0,255,106,0
17367,33522,18516,35701,9099,20226,20786,0
17368,5000,8000,0,8000,3000,0,0
17369,1902,2176,2064,1098,2134,1139,0
17370,5559,7677,6039,4176,4300,4576,0
17371,4000,15387,1500,2000,1000,2000,0
17372,2000,4239,28000,1015,2000,1500,0
17373,0,0,0,0,0,766,0
17374,2500,2400,4,503,1109,703,1
17375,0,9754,10000,9396,10083,9439,0
17376,1702,1424,1717,1080,1094,969,0
17377,0,517,0,933,1066,462,0
17378,2000,5000,0,0,36565,1548,0
17379,1200,2700,1000,0,600,1400,0
17380,20000,20000,20000,15000,15000,15000,0
17381,5005,4500,4006,3000,3000,3000,0
17382,8634,7665,6497,5555,5027,5065,0
17383,10000,10000,7100,5800,5915,6100,0
17384,416,416,416,150,982,416,1
17385,45000,25000,15167,80000,5000,6000,0
17386,0,300,2000,1000,0,792,1
17387,5000,5000,5000,3000,3000,4000,0
17388,2700,6500,3200,3500,3200,3300,1
17389,15000,1462,1000,3000,14000,254,0
17390,0,0,0,0,0,0,0
17391,1781,2200,1923,1682,2000,2000,0
17392,206,589,1594,28252,18381,4100,0
17393,0,4000,2000,1900,0,2000,1
17394,0,0,0,0,0,0,0
17395,3300,0,6000,3100,0,4200,0
17396,1603,0,562,6196,243,4061,0
17397,0,0,0,0,0,0,0
17398,53000,26017,40000,17000,24000,28000,0
17399,2000,5015,2000,3000,1300,1500,0
17400,950,950,950,0,1900,950,0
17401,8061,1398,1000,160,163,9217,0
17402,0,116,0,10040,400,2272,1
17403,3000,3810,2010,2054,2000,1872,0
17404,1300,1200,1000,6788,6900,13041,0
17405,0,0,0,0,0,0,0
17406,2000,2000,2000,1200,1200,1500,0
17407,432,2000,0,0,0,5757,0
17408,1497,2000,1000,1064,1059,290,0
17409,1000,0,0,0,0,0,0
17410,1600,1600,1600,1000,1000,1000,0
17411,1225,1329,2000,2000,700,1500,0
17412,2000,4000,2000,1000,2000,2396,0
17413,1500,1600,800,800,800,800,1
17414,5743,1598,0,5425,4838,3840,0
17415,0,1378,70000,1185,1220,1119,1
17416,1400,2500,2500,800,1000,800,0
17417,11150,0,4845,8046,9200,5100,0
17418,1500,1356,1380,5000,5000,1128,0
17419,4000,4100,3010,2205,2045,2200,0
17420,3058,0,3000,3000,2002,0,0
17421,2000,4000,0,1600,1600,1700,0
17422,48329,2287,1500,4962,815,10000,0
17423,3641,900,1200,1000,100,0,1
17424,9058,7260,7367,4303,4551,4411,0
17425,2620,2906,2588,1055,2058,1339,0
17426,2000,4000,0,1000,1000,0,0
17427,53021,2280,2133,1138,3186,1179,0
17428,2980,4012,3885,3158,4704,3218,0
17429,6050,3700,2000,3000,20000,1500,1
17430,0,0,0,0,0,0,0
17431,0,2869,305,0,1000,1000,1
17432,2702,2187,678,2040,0,0,0
17433,0,0,0,0,0,0,0
17434,1444,1447,1261,1261,1261,91,0
17435,14320,15065,13017,15026,12017,12031,0
17436,2116,2320,1300,1000,700,600,0
17437,2028,4942,1508,2467,2972,6317,0
17438,1593,1855,1341,706,1000,5454,0
17439,10001,6712,5500,3400,3201,3403,0
17440,12155,2000,1920,724,724,3294,1
17441,0,1751,1455,1007,2268,0,1
17442,5000,5000,3600,3200,4000,3000,0
17443,1650,1700,1400,3355,1146,0,0
17444,0,0,0,0,0,0,0
17445,0,10698,24799,0,7035,7078,1
17446,2000,1300,2,1608,0,900,1
17447,5100,6540,5000,5000,5000,4600,0
17448,1426,6400,1500,2700,0,0,1
17449,5000,5500,2300,0,5000,5000,0
17450,4326,7400,2914,1500,1500,1500,1
17451,3100,1600,94540,1124,100,3091,1
17452,0,1600,1600,700,1601,1620,1
17453,0,8000,5000,5000,5000,11906,0
17454,8000,10730,7100,4052,4000,3300,0
17455,8000,7500,4000,3000,2700,17000,0
17456,4260,4371,4425,7900,4000,0,0
17457,2145,3721,2839,1303,0,0,0
17458,4700,4505,12906,0,2210,2300,0
17459,1589,2039,13926,1304,0,5355,0
17460,780,0,780,0,780,0,1
17461,4142,2260,5053,0,0,0,1
17462,8000,5000,12028,5000,10418,5000,0
17463,8419,390,390,780,0,390,1
17464,3023,1600,2900,1600,2000,0,0
17465,0,0,113904,4130,4356,4103,0
17466,3558,2778,2778,5367,0,3661,0
17467,6000,7000,5000,5000,5000,4679,0
17468,1861,2078,2361,9608,322,322,0
17469,2388,2000,2412,1200,1300,1200,0
17470,0,0,0,0,0,0,0
17471,10100,7041,4123,5039,5071,3548,0
17472,1720,1500,1762,1200,1250,3200,0
17473,0,3510,0,300,2260,2000,1
17474,16359,14293,11949,9737,34449,25691,0
17475,6041,13013,64442,3000,2000,4000,0
17476,3673,11285,500,500,6155,1440,0
17477,0,3000,2300,0,2000,0,1
17478,380,380,380,0,380,760,0
17479,37907,1599,1200,0,0,3570,0
17480,3735,3599,3600,4132,15000,5865,0
17481,1567,2000,2000,1318,4610,0,0
17482,0,0,0,0,0,0,1
17483,0,4800,0,1200,1200,1400,0
17484,3500,3500,6200,358,0,2100,1
17485,1700,1600,1200,1100,1000,0,1
17486,1735,1979,1443,988,974,2001,0
17487,3472,3604,2972,3000,2228,2201,0
17488,1500,1000,0,0,0,0,1
17489,0,8513,457,4903,313,4816,0
17490,6000,5000,5000,8000,4000,4000,0
17491,510,2279,1730,466,466,468,0
17492,1372,1829,1554,1000,1000,586,0
17493,6000,3000,18117,5371,0,0,0
17494,1485,1301,1000,152,140,780,0
17495,1500,1847,1000,0,0,0,0
17496,2158,1708,1411,4,21,220,1
17497,326,326,326,652,0,326,0
17498,2500,0,1200,500,1400,1,0
17499,4000,7240,2000,2285,6000,1500,0
17500,1672,0,390,390,390,0,0
17501,6000,7300,7500,6000,6500,7000,0
17502,7500,7000,7189,6000,5100,10000,0
17503,7000,7500,2369,2000,2078,2500,0
17504,799,0,5501,3816,15448,4179,0
17505,100000,6000,3704,2741,3314,2556,0
17506,0,0,0,11525,235,2270,0
17507,13195,13510,14292,11553,12130,11703,1
17508,8000,9500,12448,6155,6453,6390,1
17509,1130,2000,2200,312,500,363,0
17510,0,0,0,0,0,3500,1
17511,1800,3600,0,1500,1500,3300,0
17512,1600,1800,1100,1000,0,2300,1
17513,1870,3002,1364,10000,474,490,0
17514,7244,7500,7228,7103,7214,7000,0
17515,28000,3500,3000,3000,10000,3500,0
17516,1800,1500,0,2000,1650,1000,1
17517,6700,5800,5000,2200,2200,2600,0
17518,20000,10000,8140,8000,7000,10000,0
17519,5000,1000,0,0,1400,0,0
17520,14113,5000,3000,4000,4000,10000,0
17521,4539,4218,4204,3296,3408,3416,0
17522,2000,2000,2000,1000,3000,2000,0
17523,0,2000,1155,2470,1265,0,0
17524,1500,2000,1032,155,1000,0,1
17525,3200,0,4200,0,2300,0,1
17526,12012,12012,12012,11016,11088,12031,0
17527,5000,5000,4000,5000,1500,4000,0
17528,191446,7002,6854,15960,0,122400,0
17529,3082,2500,2200,2000,2000,2000,0
17530,1261,1261,1261,1261,1256,1880,0
17531,176,1247,0,0,0,1768,0
17532,4001,4215,4101,4000,3300,3300,0
17533,3000,2000,0,1000,1000,1000,1
17534,5876,5956,5876,5496,5116,5496,0
17535,3300,3331,3359,2663,2751,3000,0
17536,40991,2252,553,19425,0,649,0
17537,2000,1771,1800,1750,1893,2000,0
17538,1138,1173,1138,477,400,600,0
17539,2894,2559,800,600,1000,0,0
17540,0,3000,2000,0,2000,3500,1
17541,0,1285,1287,1458,0,644,1
17542,2491,1709,574,556,2306,2562,0
17543,1145,1546,1400,390,73,19371,0
17544,1500,2454,0,1000,350,0,1
17545,1580,1367,1178,712,742,2000,0
17546,1521,1563,3300,1500,1500,1600,1
17547,0,1750,1750,5400,700,1000,1
17548,2000,2100,1400,600,1000,1000,1
17549,0,2180,0,0,0,0,0
17550,0,8600,8300,13257,917,7000,1
17551,0,0,0,0,0,0,0
17552,1600,1600,2000,2000,2000,2000,0
17553,4999,2655,1919,3400,3920,6655,0
17554,0,2125,0,0,0,0,0
17555,1152,3338,0,0,0,0,0
17556,1763,2112,1756,324,336,351,0
17557,3882,3653,5145,7573,4894,4232,0
17558,1000,3500,0,1400,1000,1000,0
17559,1024,528,1024,264,264,414,0
17560,1077,1100,1106,233,241,243,1
17561,4000,0,3700,0,2000,6000,1
17562,0,234,4394,3164,5700,300,1
17563,2549,2558,2577,0,1976,1000,1
17564,330,4975,4838,330,330,330,0
17565,2879,8750,9931,0,7760,3450,0
17566,0,0,0,0,0,0,0
17567,1000,1000,1100,1100,1000,2500,0
17568,0,0,0,0,0,0,0
17569,2744,3239,3405,1085,1102,1155,1
17570,5000,2704,108794,5123,5255,5333,0
17571,1225,1277,1186,478,496,509,0
17572,10446,17911,99738,4055,0,0,0
17573,1500,1000,476,476,476,1685,0
17574,1587,1877,1768,1292,900,1365,0
17575,3760,0,7190,9000,0,0,1
17576,7908,4000,5000,3000,3000,3000,0
17577,0,0,0,0,1200,0,0
17578,2240,2321,2980,2400,2468,2611,0
17579,7006,5026,7031,6000,1345,1500,0
17580,4500,5000,4000,3300,3400,15003,1
17581,0,2000,1507,3100,3100,3100,1
17582,3800,0,0,0,0,0,1
17583,2184,15482,2000,3000,1000,5125,1
17584,623,5477,623,623,773,623,0
17585,0,1000,2000,0,1000,1000,1
17586,2,1399,903,896,2204,786,1
17587,1700,1500,1000,1000,0,2100,0
17588,1123,1145,1200,2000,3000,1000,0
17589,337,670,0,0,0,451,0
17590,14453,12611,13022,10572,10270,10722,0
17591,0,1700,0,800,1600,1000,0
17592,4000,5300,4000,4200,4000,3800,0
17593,3541,3497,2875,2607,0,0,0
17594,4200,2500,3500,0,2800,1400,0
17595,0,0,2262,3000,3000,0,1
17596,6000,3066,51800,5030,3039,3112,0
17597,0,0,0,1447,3094,0,0
17598,1800,1500,3000,0,1001,2500,1
17599,2200,0,0,0,250,0,0
17600,4500,0,2000,7100,2400,0,0
17601,3200,3300,2910,2400,2340,2400,0
17602,2589,2511,2254,2000,2000,1766,0
17603,3348,3381,3400,2684,2744,2892,0
17604,0,780,780,0,0,0,0
17605,2100,5896,0,2000,1988,2000,0
17606,5000,7000,10000,4749,5000,10000,0
17607,8389,22049,8117,3164,10148,7949,0
17608,50,1379,1500,1000,1000,1000,0
17609,2682,5000,5000,1000,500,302,0
17610,360,360,360,510,510,360,0
17611,8000,6500,7000,5000,5000,5000,0
17612,7641,3,6003,5826,0,2855,0
17613,6439,2261,143408,4754,4740,5190,0
17614,2000,2000,1300,2000,1900,1900,1
17615,30000,10043,20073,30000,90000,948,0
17616,644,1138,643,630,905,3111,0
17617,11270,15325,9099,7016,7703,100000,0
17618,0,0,4844,0,0,0,1
17619,10000,5200,4000,1500,11000,1000,1
17620,3977,1726,1430,6877,6479,720,0
17621,416,416,832,416,416,416,0
17622,0,1900,2600,11,1500,1700,1
17623,0,0,0,5032,0,0,0
17624,7201,1000,0,103,0,0,1
17625,4900,7005,7000,4762,5000,5000,0
17626,4100,8600,0,3500,7100,3600,0
17627,0,0,0,2105,0,0,0
17628,0,316,632,0,316,782,1
17629,3000,3000,5000,0,0,0,0
17630,4000,4000,20003,3027,20006,10056,0
17631,1543,2005,5000,2000,1000,240,0
17632,3160,2604,2160,4060,3382,3751,0
17633,0,0,0,0,0,0,0
17634,3700,3000,6100,2000,0,2000,1
17635,3900,3500,4000,2700,3000,10000,0
17636,1058,0,0,0,0,0,0
17637,1400,1507,2580,2050,2030,0,0
17638,0,5000,6000,5000,4000,8000,0
17639,3000,3000,2000,1000,977,5000,0
17640,0,0,0,0,0,0,1
17641,4317,4189,5411,3800,4024,4100,0
17642,5856,7424,7169,1241,1187,1396,0
17643,6200,7300,7510,5000,5000,5200,0
17644,0,0,11660,238,3000,1252,1
17645,3060,0,0,1444,1382,0,0
17646,8849,9300,9200,9226,9530,10139,0
17647,0,0,0,0,0,0,1
17648,4895,4806,1547,3000,3000,1720,0
17649,0,12200,4500,4502,5000,0,1
17650,390,780,0,390,1780,0,1
17651,8,1274,19143,1305,2063,1695,0
17652,20000,27662,24873,24511,24000,37645,0
17653,1306,0,1735,0,2000,0,1
17654,10839,10000,3500,0,5000,5000,0
17655,991,991,991,992,703,992,0
17656,3030,0,2175,0,10000,931,0
17657,2072,1651,1359,790,817,821,0
17658,10073,10011,1000,10000,10000,10000,0
17659,2000,0,0,0,2400,1300,0
17660,273844,13000,11000,8000,5866,8000,0
17661,0,12000,0,0,0,0,0
17662,15000,1558,310852,10000,5000,5000,0
17663,6,2006,4000,0,1118,3000,0
17664,5100,5500,5170,3543,3000,3238,0
17665,1740,1800,1500,1000,965,1500,0
17666,9000,4000,3018,2000,3000,3000,0
17667,0,10000,0,4000,7816,0,1
17668,0,3358,0,0,300,0,0
17669,6610,6480,6230,5900,5720,5420,0
17670,2305,2515,2370,2180,2500,2200,0
17671,1511,1772,1320,750,745,747,0
17672,4910,3939,3792,3657,3631,3500,0
17673,3500,3300,6000,5000,2000,3000,0
17674,6400,1876,1876,1876,3372,104005,0
17675,2000,1700,2000,2000,2000,2000,0
17676,99007,5000,3027,6025,2001,1903,0
17677,6426,7160,6495,3993,0,176566,0
17678,45000,2012,72791,16891,0,5617,0
17679,5000,5000,1500,546,1000,1746,0
17680,2479,10128,4086,1348,13032,10059,0
17681,2392,148,148,148,0,747,1
17682,2325,2525,283,29334,3000,2000,0
17683,3000,2893,4231,8000,2500,1675,0
17684,2300,3000,2503,1500,1204,2000,0
17685,1641,2205,2000,2000,1000,1000,1
17686,4400,4137,4400,4320,4500,4600,0
17687,3500,3300,3000,0,4500,2500,1
17688,16500,17500,17000,14500,14500,13500,0
17689,5000,3000,3007,5000,2000,1700,0
17690,10000,10005,20117,15018,10027,20057,0
17691,123,0,363,0,123,123,0
17692,0,0,0,0,0,0,1
17693,0,2479,0,515,377,617,0
17694,1000,0,0,0,0,0,0
17695,8297,4951,199726,4476,3257,3497,0
17696,8000,6500,9000,7000,7000,7000,0
17697,2203,4687,11,1500,1500,2000,1
17698,1593,3000,4000,0,3860,249,0
17699,3000,2000,5000,1000,723,5000,0
17700,3557,8245,5429,4500,5415,6000,0
17701,4045,0,4760,0,2275,2280,0
17702,2500,0,1500,0,1500,0,0
17703,368,1734,398,200000,0,150000,0
17704,5000,5000,5000,5000,16000,0,0
17705,855,3,1054,2695,0,0,0
17706,0,0,7304,0,5000,1857,0
17707,8500,0,4086,2600,3000,3000,0
17708,4000,3838,3563,3563,4000,3475,0
17709,0,0,0,0,0,3996,0
17710,7305,6099,4793,3684,12251,1265,0
17711,9000,20000,0,5000,6000,8000,0
17712,2500,2000,0,2700,1000,0,1
17713,5520,5700,5815,5500,5522,6000,0
17714,0,0,0,0,1450,0,1
17715,20002,16023,13009,10008,10000,20004,0
17716,62462,2299,1919,1838,2200,90000,0
17717,23000,0,10076,10000,10000,10000,0
17718,2276,8117,0,150,1000,2619,1
17719,193,386,386,0,0,536,0
17720,990,0,234,0,0,0,0
17721,12610,12694,0,22600,16837,0,0
17722,0,0,0,0,0,0,0
17723,2500,2300,1547,1396,1200,2000,0
17724,1000,159,28426,24682,12,0,1
17725,3000,3000,6000,8000,10000,1900,0
17726,5241,3176,766,3673,16906,1437,0
17727,8999,0,0,10961,503,448,0
17728,4110,0,4600,1000,2000,0,0
17729,3010,3040,1000,0,0,0,0
17730,0,0,2580,0,6941,0,0
17731,0,0,0,0,0,5156,0
17732,5000,0,2300,1000,635,580,1
17733,2000,2000,2000,1000,1259,1000,0
17734,0,12000,0,5000,6000,0,0
17735,10532,9219,8797,8004,10012,10006,1
17736,0,6000,7000,1200,0,3000,0
17737,2150,1500,0,274,283,436,1
17738,0,900,1800,0,0,0,1
17739,0,0,948,0,632,0,0
17740,800,3,0,0,0,0,0
17741,0,0,316,316,316,316,1
17742,1535,5004,1451,1000,1000,3194,0
17743,0,0,0,0,0,0,1
17744,0,0,0,58,1000,1000,0
17745,5399,12353,8619,0,0,0,1
17746,0,2993,500,0,1200,0,1
17747,3000,2000,3500,0,0,1000,0
17748,10043,8608,25031,25030,22053,20030,0
17749,1200,1100,0,500,0,500,0
17750,2001,2001,6018,5007,5010,7053,0
17751,0,0,0,0,0,202,0
17752,4772,6427,4951,4062,4188,4824,0
17753,5000,5200,6000,4300,5000,4000,0
17754,124174,2000,0,0,0,2463,0
17755,3615,4700,3200,3403,3300,3500,0
17756,0,0,0,0,0,0,1
17757,10450,10414,11330,9081,9500,9000,0
17758,0,0,0,0,0,0,1
17759,5902,7693,5464,4893,5095,4862,0
17760,2100,2100,2400,1100,1500,1500,0
17761,1674,2079,2001,500,4423,4000,1
17762,3,6103,3220,3028,5052,15000,0
17763,0,300,2500,0,2100,0,0
17764,2000,2000,1004,10,390,390,0
17765,3000,1000,400,380,0,1720,0
17766,10063,20000,10009,10000,5000,5000,0
17767,276698,11020,11000,9486,20000,10000,0
17768,0,0,0,0,0,0,0
17769,14000,7507,6000,6171,6000,6000,0
17770,1952,1979,1495,1144,1165,946,0
17771,1184,1210,1218,500,500,543,0
17772,2418,2500,2456,2500,3000,2533,0
17773,3589,3656,3677,2763,2787,2881,0
17774,3400,0,3290,7000,0,3500,1
17775,3500,0,3300,2839,3000,4000,1
17776,0,3613,0,0,0,0,0
17777,1100,1123,1273,407,300,300,0
17778,4000,3601,2000,0,0,0,0
17779,3000,2506,3008,3000,2000,3000,0
17780,7300,0,0,2300,2168,2300,0
17781,0,0,0,0,0,142,1
17782,1410,218,12723,483,600,9132,0
17783,1443,1443,1443,1443,1443,1443,0
17784,1647,1525,0,0,0,0,1
17785,12500,2100,22053,10654,0,10450,0
17786,2706,3004,1475,690,1000,1200,0
17787,0,1459,0,1013,2264,0,0
17788,4520,4034,5050,6034,3202,5000,0
17789,0,390,0,780,0,0,0
17790,0,0,7300,1000,1000,330,0
17791,1085,1000,75743,2667,3395,1772,0
17792,1627,3053,2005,550,400,1000,0
17793,4000,4000,10000,0,5000,3000,1
17794,0,0,0,0,0,0,0
17795,0,13033,14800,14359,13897,14425,0
17796,6555,11800,5818,4015,0,0,0
17797,2500,0,1500,0,0,0,1
17798,1400,1800,1100,3000,500,1000,1
